source	target	strength
T00029	R02788	1.0
T00029	R23770	1.0
T00029	R24604	1.0
T00029	R24606	1.0
T00029	R28357	1.0
T00029	R03036	1.0
T00029	R38298	1.0
T00029	R58736	1.0
T00029	R33984	1.0
T00029	R38031	1.0
T00029	R13320	1.0
T00029	R60943	1.0
T00029	R20683	1.0
T00029	R03352	1.0
T00029	R59498	1.0
T00029	R13178	1.0
T00029	R37642	1.0
T00029	R37643	1.0
T00029	R39714	1.0
T00029	R24251	1.0
T00029	R25900	1.0
T00029	R14478	1.0
T00029	R14480	1.0
T00029	R21474	1.0
T00029	R21475	1.0
T00029	R32228	1.0
T00029	R35708	1.0
T00029	R22332	1.0
T00029	R02413	1.0
T00029	R13275	1.0
T00029	R14224	1.0
T00029	R36807	1.0
T00029	R36809	1.0
T00029	R36810	1.0
T00029	R01729	1.0
T00029	R01730	1.0
T00029	R32292	1.0
T00029	R36210	1.0
T00029	R22808	1.0
T00029	R22809	1.0
T00029	R22810	1.0
T00029	R08151	1.0
T00029	R21749	1.0
T00029	R21750	1.0
T00029	R59992	1.0
T00029	R59994	1.0
T00029	R31558	1.0
T00029	R08085	1.0
T00029	R30998	1.0
T00029	R29064	1.0
T00029	R20751	1.0
T00029	R36134	1.0
T00029	R60783	1.0
T00029	R00126	1.0
T00029	R42144	1.0
T00029	R05095	1.0
T00029	R00133	1.0
T00029	R05098	1.0
T00029	R03386	1.0
T00029	R30484	1.0
T00029	R29188	1.0
T00029	R14160	1.0
T00029	R02340	1.0
T00029	R35129	1.0
T00029	R35127	1.0
T00029	R01461	1.0
T00029	R04658	1.0
T00029	R01223	1.0
T00029	R01239	1.0
T00029	R30930	1.0
T00029	R18175	1.0
T00029	R37508	1.0
T00029	R37509	1.0
T00029	R37510	1.0
T00029	R37511	1.0
T00029	R21508	1.0
T00029	R02378	1.0
T00029	R00954	1.0
T00029	R21463	1.0
T00029	R21464	1.0
T00029	R32247	1.0
T00029	R08116	1.0
T00029	R23079	1.0
T00029	R01383	1.0
T00029	R01386	1.0
T00029	R01394	1.0
T00029	R01412	1.0
T00029	R60810	1.0
T00029	R60813	1.0
T00029	R01567	1.0
T00035	R02121	1.0
T00035	R05065	1.0
T00035	R17075	1.0
T00035	R16376	1.0
T00035	R16377	1.0
T00035	R16378	1.0
T00035	R16379	1.0
T00035	R16380	1.0
T00035	R16381	1.0
T00035	R16382	1.0
T00035	R16383	1.0
T00035	R16384	1.0
T00035	R16385	1.0
T00035	R16386	1.0
T00035	R16387	1.0
T00035	R16388	1.0
T00035	R16389	1.0
T00035	R16390	1.0
T00035	R16391	1.0
T00035	R16392	1.0
T00035	R16393	1.0
T00035	R16394	1.0
T00035	R16395	1.0
T00035	R16396	1.0
T00035	R16397	1.0
T00035	R16398	1.0
T00035	R16399	1.0
T00035	R16400	1.0
T00035	R16401	1.0
T00035	R16402	1.0
T00035	R16403	1.0
T00035	R16404	1.0
T00035	R16405	1.0
T00035	R16406	1.0
T00035	R16407	1.0
T00035	R16408	1.0
T00035	R16409	1.0
T00035	R16410	1.0
T00035	R16411	1.0
T00035	R16412	1.0
T00035	R16413	1.0
T00035	R16414	1.0
T00035	R16415	1.0
T00035	R16416	1.0
T00035	R16417	1.0
T00035	R16418	1.0
T00035	R16419	1.0
T00035	R16420	1.0
T00035	R16421	1.0
T00035	R16422	1.0
T00035	R16423	1.0
T00035	R16424	1.0
T00035	R16425	1.0
T00035	R16426	1.0
T00035	R16427	1.0
T00035	R16428	1.0
T00035	R16429	1.0
T00035	R16430	1.0
T00035	R16431	1.0
T00035	R16432	1.0
T00035	R16433	1.0
T00035	R16434	1.0
T00035	R16435	1.0
T00035	R16436	1.0
T00035	R16437	1.0
T00035	R16438	1.0
T00035	R16439	1.0
T00035	R16440	1.0
T00035	R16441	1.0
T00035	R16442	1.0
T00035	R16443	1.0
T00035	R16444	1.0
T00035	R16445	1.0
T00035	R16474	1.0
T00035	R16475	1.0
T00035	R16476	1.0
T00035	R16477	1.0
T00035	R16478	1.0
T00035	R16479	1.0
T00035	R16480	1.0
T00035	R16481	1.0
T00035	R16482	1.0
T00035	R16483	1.0
T00035	R16484	1.0
T00035	R16485	1.0
T00035	R00183	1.0
T00035	R11590	1.0
T00035	R03661	1.0
T00035	R03666	1.0
T00035	R02425	1.0
T00035	R04453	1.0
T00035	R16620	1.0
T00035	R04379	1.0
T00035	R21772	1.0
T00035	R18709	1.0
T00035	R18721	1.0
T00035	R18723	1.0
T00035	R18725	1.0
T00035	R14555	1.0
T00035	R04125	1.0
T00035	R04126	1.0
T00035	R00608	1.0
T00035	R16596	1.0
T00035	R18701	1.0
T00035	R13305	1.0
T00035	R04952	1.0
T00035	R00958	1.0
T00035	R00959	1.0
T00035	R17074	1.0
T00035	R03674	1.0
T00035	R21377	1.0
T00035	R21378	1.0
T00035	R04999	1.0
T00035	R05002	1.0
T00035	R63598	1.0
T00035	R63625	1.0
T00035	R02462	1.0
T00035	R05043	1.0
T00035	R01031	1.0
T00035	R01032	1.0
T00035	R01034	1.0
T00035	R01035	1.0
T00035	R16374	1.0
T00035	R18717	1.0
T00035	R01157	1.0
T00035	R01158	1.0
T00035	R04415	1.0
T00035	R01261	1.0
T00035	R18832	1.0
T00035	R18833	1.0
T00035	R16994	1.0
T00035	R16997	1.0
T00035	R16998	1.0
T00035	R16999	1.0
T00035	R17000	1.0
T00035	R17001	1.0
T00035	R17002	1.0
T00035	R17003	1.0
T00035	R17004	1.0
T00035	R17005	1.0
T00035	R17006	1.0
T00035	R17007	1.0
T00035	R17008	1.0
T00035	R17009	1.0
T00035	R02795	1.0
T00035	R02698	1.0
T00035	R02701	1.0
T00035	R02702	1.0
T00035	R02190	1.0
T00035	R08502	1.0
T00035	R01054	1.0
T00035	R01055	1.0
T00035	R16599	1.0
T00035	R04670	1.0
T00035	R08882	1.0
T00035	R04414	1.0
T00035	R16618	1.0
T00035	R16619	1.0
T00035	R01390	1.0
T00035	R01404	1.0
T00036	R02076	1.0
T00036	R05143	1.0
T00036	R05144	1.0
T00036	R05145	1.0
T00036	R05146	1.0
T00036	R05147	1.0
T00036	R22717	1.0
T00036	R22715	1.0
T00036	R34715	1.0
T00036	R35889	1.0
T00036	R35891	1.0
T00036	R60693	1.0
T00036	R60694	1.0
T00036	R34333	1.0
T00036	R63507	1.0
T00036	R01038	1.0
T00036	R41148	1.0
T00036	R01259	1.0
T00036	R64492	1.0
T00036	R37330	1.0
T00036	R22516	1.0
T00036	R01227	1.0
T00036	R01240	1.0
T00036	R02378	1.0
T00036	R01416	1.0
T00036	R01567	1.0
T00037	R03900	1.0
T00037	R01417	1.0
T00038	R01411	1.0
T00039	R02122	1.0
T00039	R56806	1.0
T00039	R02951	1.0
T00039	R03696	1.0
T00039	R03697	1.0
T00039	R03698	1.0
T00039	R01395	1.0
T00039	R01398	1.0
T00039	R56814	1.0
T00040	R02124	1.0
T00040	R10326	1.0
T00040	R68923	1.0
T00040	R68925	1.0
T00040	R37853	1.0
T00040	R37857	1.0
T00040	R64209	1.0
T00040	R68926	1.0
T00040	R68927	1.0
T00040	R69456	1.0
T00040	R31237	1.0
T00040	R31241	1.0
T00040	R32438	1.0
T00040	R37995	1.0
T00040	R14312	1.0
T00040	R67722	1.0
T00040	R68928	1.0
T00040	R65921	1.0
T00040	R67068	1.0
T00040	R32462	1.0
T00040	R31628	1.0
T00040	R31629	1.0
T00040	R68929	1.0
T00040	R68930	1.0
T00040	R60756	1.0
T00040	R31773	1.0
T00040	R55746	1.0
T00040	R09458	1.0
T00040	R64442	1.0
T00040	R57492	1.0
T00040	R34889	1.0
T00040	R34890	1.0
T00040	R28699	1.0
T00040	R68931	1.0
T00040	R68934	1.0
T00040	R64439	1.0
T00040	R14261	1.0
T00040	R14264	1.0
T00040	R24833	1.0
T00040	R34747	1.0
T00040	R34878	1.0
T00040	R39324	1.0
T00040	R64434	1.0
T00040	R69767	1.0
T00040	R34875	1.0
T00040	R65042	1.0
T00040	R41500	1.0
T00040	R41501	1.0
T00040	R41502	1.0
T00040	R64283	1.0
T00040	R64288	1.0
T00040	R68936	1.0
T00040	R68939	1.0
T00040	R69457	1.0
T00040	R69458	1.0
T00040	R69459	1.0
T00040	R67681	1.0
T00040	R63186	1.0
T00040	R69460	1.0
T00040	R63163	1.0
T00040	R39274	1.0
T00040	R28692	1.0
T00040	R28693	1.0
T00040	R59200	1.0
T00040	R69907	1.0
T00040	R69908	1.0
T00040	R34744	1.0
T00040	R34745	1.0
T00040	R65536	1.0
T00040	R37851	1.0
T00040	R40671	1.0
T00040	R14294	1.0
T00040	R59568	1.0
T00040	R59570	1.0
T00040	R35633	1.0
T00040	R32428	1.0
T00040	R31666	1.0
T00040	R32450	1.0
T00040	R68941	1.0
T00040	R60516	1.0
T00040	R37573	1.0
T00040	R57172	1.0
T00040	R34617	1.0
T00040	R37855	1.0
T00040	R64416	1.0
T00040	R37858	1.0
T00040	R61696	1.0
T00040	R61697	1.0
T00040	R61695	1.0
T00040	R37576	1.0
T00040	R37579	1.0
T00040	R14301	1.0
T00040	R14272	1.0
T00040	R14276	1.0
T00040	R14278	1.0
T00040	R63201	1.0
T00040	R63205	1.0
T00040	R57486	1.0
T00040	R57502	1.0
T00040	R63194	1.0
T00040	R63193	1.0
T00040	R14300	1.0
T00040	R67251	1.0
T00040	R67252	1.0
T00040	R14308	1.0
T00040	R63262	1.0
T00040	R63263	1.0
T00040	R63264	1.0
T00040	R32041	1.0
T00040	R14287	1.0
T00040	R26023	1.0
T00045	R07372	1.0
T00045	R07373	1.0
T00045	R07374	1.0
T00045	R07375	1.0
T00045	R07376	1.0
T00045	R07377	1.0
T00045	R07378	1.0
T00045	R33846	1.0
T00045	R01193	1.0
T00045	R00135	1.0
T00045	R01612	1.0
T00045	R16068	1.0
T00045	R20745	1.0
T00045	R22497	1.0
T00045	R13058	1.0
T00045	R27532	1.0
T00045	R58469	1.0
T00045	R58486	1.0
T00045	R20457	1.0
T00045	R24217	1.0
T00045	R20731	1.0
T00045	R15902	1.0
T00045	R15904	1.0
T00045	R65573	1.0
T00045	R63216	1.0
T00045	R65572	1.0
T00045	R13048	1.0
T00045	R23882	1.0
T00045	R65574	1.0
T00045	R34123	1.0
T00045	R38971	1.0
T00045	R40237	1.0
T00045	R16929	1.0
T00045	R33850	1.0
T00045	R61349	1.0
T00045	R00912	1.0
T00048	R09386	1.0
T00051	R00322	1.0
T00051	R00343	1.0
T00051	R00350	1.0
T00051	R00352	1.0
T00051	R00359	1.0
T00051	R00360	1.0
T00051	R00362	1.0
T00051	R02403	1.0
T00051	R03430	1.0
T00051	R01990	1.0
T00051	R01992	1.0
T00051	R01997	1.0
T00051	R03431	1.0
T00051	R03432	1.0
T00051	R03433	1.0
T00051	R26366	1.0
T00051	R02126	1.0
T00051	R00807	1.0
T00051	R04357	1.0
T00051	R34860	1.0
T00051	R00468	1.0
T00051	R00592	1.0
T00051	R39945	1.0
T00051	R24998	1.0
T00051	R23826	1.0
T00051	R02812	1.0
T00051	R21507	1.0
T00051	R24499	1.0
T00051	R01562	1.0
T00051	R20199	1.0
T00051	R01053	1.0
T00051	R01062	1.0
T00051	R37905	1.0
T00051	R03001	1.0
T00051	R02658	1.0
T00051	R01492	1.0
T00052	R00322	1.0
T00052	R02126	1.0
T00053	R02126	1.0
T00065	R01098	1.0
T00065	R34614	1.0
T00065	R34826	1.0
T00065	R34828	1.0
T00065	R31136	1.0
T00065	R31137	1.0
T00065	R31140	1.0
T00065	R31141	1.0
T00066	R01903	1.0
T00066	R01904	1.0
T00067	R01904	1.0
T00070	R37605	1.0
T00070	R57913	1.0
T00070	R04285	1.0
T00070	R04286	1.0
T00070	R38866	1.0
T00070	R35731	1.0
T00070	R67123	1.0
T00070	R67139	1.0
T00070	R67140	1.0
T00070	R67141	1.0
T00070	R24137	1.0
T00070	R24138	1.0
T00070	R37548	1.0
T00070	R39327	1.0
T00070	R29684	1.0
T00070	R41906	1.0
T00070	R38791	1.0
T00070	R13323	1.0
T00070	R28953	1.0
T00070	R37616	1.0
T00070	R37617	1.0
T00070	R04583	1.0
T00070	R04584	1.0
T00070	R01666	1.0
T00070	R01667	1.0
T00070	R01662	1.0
T00070	R01663	1.0
T00073	R00563	1.0
T00073	R35642	1.0
T00073	R35651	1.0
T00073	R35659	1.0
T00073	R35662	1.0
T00073	R35666	1.0
T00073	R35676	1.0
T00073	R35680	1.0
T00073	R35684	1.0
T00074	R00559	1.0
T00075	R00559	1.0
T00077	R04243	1.0
T00077	R00531	1.0
T00077	R03663	1.0
T00077	R03666	1.0
T00077	R00520	1.0
T00077	R00560	1.0
T00077	R03441	1.0
T00077	R00596	1.0
T00077	R01474	1.0
T00081	R02848	1.0
T00081	R16627	1.0
T00085	R01002	1.0
T00085	R01757	1.0
T00086	R32596	1.0
T00094	R03066	1.0
T00094	R68080	1.0
T00094	R35719	1.0
T00094	R36382	1.0
T00094	R21374	1.0
T00094	R36383	1.0
T00094	R21847	1.0
T00094	R33640	1.0
T00094	R00765	1.0
T00094	R22804	1.0
T00094	R02028	1.0
T00094	R27232	1.0
T00094	R14297	1.0
T00094	R33159	1.0
T00094	R26295	1.0
T00094	R26297	1.0
T00094	R35499	1.0
T00094	R55946	1.0
T00094	R28254	1.0
T00094	R30032	1.0
T00094	R31313	1.0
T00097	R02378	1.0
T00098	R02379	1.0
T00100	R20770	1.0
T00100	R04681	1.0
T00100	R04723	1.0
T00100	R04721	1.0
T00100	R04720	1.0
T00100	R55733	1.0
T00100	R35714	1.0
T00100	R58458	1.0
T00100	R34456	1.0
T00100	R03477	1.0
T00100	R20791	1.0
T00100	R20793	1.0
T00100	R20794	1.0
T00100	R20999	1.0
T00100	R21008	1.0
T00100	R35837	1.0
T00100	R61202	1.0
T00100	R61204	1.0
T00100	R61205	1.0
T00100	R61207	1.0
T00100	R00562	1.0
T00100	R60669	1.0
T00100	R34455	1.0
T00100	R61174	1.0
T00100	R61189	1.0
T00100	R36022	1.0
T00100	R35914	1.0
T00100	R25883	1.0
T00100	R61213	1.0
T00100	R61214	1.0
T00100	R01677	1.0
T00100	R35825	1.0
T00102	R02131	1.0
T00102	R00602	1.0
T00102	R00935	1.0
T00102	R03673	1.0
T00102	R30934	1.0
T00102	R02682	1.0
T00105	R26350	1.0
T00105	R04246	1.0
T00105	R04247	1.0
T00105	R04592	1.0
T00105	R04911	1.0
T00105	R04603	1.0
T00105	R60851	1.0
T00105	R60853	1.0
T00105	R64858	1.0
T00105	R29895	1.0
T00105	R20226	1.0
T00105	R20228	1.0
T00105	R00138	1.0
T00105	R03657	1.0
T00105	R26345	1.0
T00105	R26349	1.0
T00105	R56779	1.0
T00105	R40724	1.0
T00105	R29444	1.0
T00105	R27098	1.0
T00105	R40250	1.0
T00105	R27443	1.0
T00105	R32639	1.0
T00105	R30671	1.0
T00105	R38277	1.0
T00105	R35639	1.0
T00105	R35640	1.0
T00105	R23954	1.0
T00105	R23529	1.0
T00105	R23530	1.0
T00105	R21124	1.0
T00105	R32730	1.0
T00105	R31151	1.0
T00105	R31147	1.0
T00105	R33581	1.0
T00105	R38275	1.0
T00105	R36411	1.0
T00105	R08081	1.0
T00105	R57171	1.0
T00105	R60551	1.0
T00105	R00422	1.0
T00105	R34906	1.0
T00105	R62159	1.0
T00105	R29896	1.0
T00105	R26690	1.0
T00105	R20520	1.0
T00105	R62853	1.0
T00105	R32327	1.0
T00105	R00627	1.0
T00105	R35570	1.0
T00105	R36307	1.0
T00105	R34962	1.0
T00105	R63686	1.0
T00105	R42314	1.0
T00105	R08087	1.0
T00105	R38423	1.0
T00105	R38292	1.0
T00105	R14528	1.0
T00105	R14529	1.0
T00105	R14533	1.0
T00105	R67223	1.0
T00105	R21789	1.0
T00105	R38180	1.0
T00105	R21707	1.0
T00105	R20524	1.0
T00105	R59332	1.0
T00105	R59333	1.0
T00105	R59334	1.0
T00105	R39786	1.0
T00105	R39787	1.0
T00105	R31180	1.0
T00105	R08091	1.0
T00105	R08092	1.0
T00105	R59157	1.0
T00105	R21802	1.0
T00105	R15892	1.0
T00105	R23085	1.0
T00105	R30770	1.0
T00105	R27058	1.0
T00105	R42260	1.0
T00105	R42264	1.0
T00105	R01456	1.0
T00105	R25207	1.0
T00105	R62138	1.0
T00105	R67817	1.0
T00105	R33202	1.0
T00105	R00089	1.0
T00105	R26163	1.0
T00105	R26164	1.0
T00105	R19750	1.0
T00105	R01185	1.0
T00105	R03730	1.0
T00105	R03732	1.0
T00105	R03733	1.0
T00112	R02153	1.0
T00112	R14429	1.0
T00112	R08269	1.0
T00112	R00604	1.0
T00112	R34568	1.0
T00112	R34576	1.0
T00112	R16924	1.0
T00112	R26368	1.0
T00112	R26369	1.0
T00112	R14537	1.0
T00112	R14800	1.0
T00112	R13246	1.0
T00112	R13247	1.0
T00112	R12728	1.0
T00112	R17036	1.0
T00112	R14156	1.0
T00112	R02098	1.0
T00112	R14790	1.0
T00112	R16960	1.0
T00112	R24064	1.0
T00112	R08152	1.0
T00112	R14623	1.0
T00112	R14624	1.0
T00112	R14625	1.0
T00112	R14707	1.0
T00112	R01224	1.0
T00112	R18127	1.0
T00112	R18128	1.0
T00112	R18130	1.0
T00113	R02100	1.0
T00113	R36052	1.0
T00113	R04350	1.0
T00113	R04338	1.0
T00113	R04339	1.0
T00113	R04343	1.0
T00113	R14537	1.0
T00113	R14491	1.0
T00113	R14492	1.0
T00113	R38325	1.0
T00113	R17066	1.0
T00113	R17067	1.0
T00113	R17068	1.0
T00113	R17177	1.0
T00113	R08492	1.0
T00113	R14803	1.0
T00113	R36061	1.0
T00113	R04985	1.0
T00113	R18424	1.0
T00113	R36051	1.0
T00113	R36054	1.0
T00113	R18145	1.0
T00113	R01224	1.0
T00113	R26228	1.0
T00113	R14393	1.0
T00113	R18127	1.0
T00113	R18128	1.0
T00113	R18130	1.0
T00123	R02666	1.0
T00123	R03082	1.0
T00123	R22897	1.0
T00123	R25004	1.0
T00123	R02667	1.0
T00123	R29956	1.0
T00123	R00199	1.0
T00123	R60543	1.0
T00123	R37581	1.0
T00123	R02420	1.0
T00123	R26587	1.0
T00123	R38918	1.0
T00123	R25009	1.0
T00123	R27031	1.0
T00123	R27990	1.0
T00123	R68064	1.0
T00123	R62977	1.0
T00123	R62914	1.0
T00123	R39186	1.0
T00123	R24143	1.0
T00123	R61972	1.0
T00123	R26710	1.0
T00123	R22661	1.0
T00123	R04127	1.0
T00123	R61832	1.0
T00123	R29741	1.0
T00123	R26886	1.0
T00123	R14540	1.0
T00123	R16117	1.0
T00123	R68203	1.0
T00123	R68212	1.0
T00123	R23022	1.0
T00123	R20615	1.0
T00123	R41829	1.0
T00123	R41830	1.0
T00123	R37082	1.0
T00123	R35817	1.0
T00123	R26802	1.0
T00123	R31706	1.0
T00123	R31708	1.0
T00123	R41737	1.0
T00123	R28305	1.0
T00123	R29092	1.0
T00123	R03522	1.0
T00123	R25249	1.0
T00123	R30937	1.0
T00123	R29953	1.0
T00123	R30031	1.0
T00123	R25803	1.0
T00123	R26674	1.0
T00123	R36379	1.0
T00123	R14786	1.0
T00123	R03105	1.0
T00123	R03104	1.0
T00123	R64459	1.0
T00123	R67678	1.0
T00123	R26793	1.0
T00123	R00235	1.0
T00123	R09882	1.0
T00123	R26528	1.0
T00123	R28553	1.0
T00123	R25054	1.0
T00123	R34900	1.0
T00123	R01037	1.0
T00123	R26884	1.0
T00123	R18404	1.0
T00123	R32816	1.0
T00123	R22366	1.0
T00123	R35944	1.0
