source	target	strength
T00306	R06917	0.98
T00306	R06918	0.98
T00306	R06919	0.98
T00306	R06920	0.98
T00306	R06921	0.98
T00306	R06922	0.98
T00306	R06923	0.98
T00306	R23675	0.98
T00306	R26555	0.98
T00306	R04798	0.98
T00306	R04799	0.98
T00306	R66452	0.98
T00306	R28280	0.98
T00306	R23352	0.98
T00306	R23353	0.98
T00306	R38239	0.98
T00306	R38240	0.98
T00306	R58717	0.98
T00306	R58410	0.98
T00306	R20862	0.98
T00306	R58743	0.98
T00306	R37398	0.98
T00306	R00525	0.98
T00306	R08236	0.98
T00306	R08239	0.98
T00306	R08241	0.98
T00306	R08243	0.98
T00306	R03491	0.98
T00306	R36562	0.98
T00306	R37789	0.98
T00306	R38408	0.98
T00306	R33718	0.98
T00306	R33721	0.98
T00306	R33722	0.98
T00306	R33723	0.98
T00306	R33724	0.98
T00306	R33725	0.98
T00306	R33726	0.98
T00306	R42222	0.98
T00306	R32144	0.98
T00306	R35881	0.98
T00306	R20887	0.98
T00306	R66513	0.98
T00306	R66518	0.98
T00306	R58155	0.98
T00306	R08149	0.98
T00306	R20913	0.98
T00306	R35698	0.98
T00306	R61453	0.98
T00306	R28627	0.98
T00306	R28653	0.98
T00306	R32178	0.98
T00306	R33075	0.98
T00306	R38386	0.98
T00306	R00548	0.98
T00306	R00552	0.98
T00306	R02826	0.98
T00306	R02829	0.98
T00306	R02831	0.98
T00306	R03261	0.98
T00306	R04196	0.98
T00306	R04197	0.98
T00306	R04200	0.98
T00306	R04201	0.98
T00306	R08245	0.98
T00306	R21050	0.98
T00306	R08209	0.98
T00306	R08210	0.98
T00306	R02882	0.98
T00306	R02883	0.98
T00306	R02884	0.98
T00306	R02885	0.98
T00306	R02886	0.98
T00306	R03437	0.98
T00306	R03438	0.98
T00306	R03442	0.98
T00306	R03443	0.98
T00306	R03113	0.98
T00306	R35646	0.98
T00306	R35648	0.98
T00306	R35655	0.98
T00306	R35657	0.98
T00306	R35665	0.98
T00306	R35667	0.98
T00306	R35674	0.98
T00306	R35677	0.98
T00306	R40828	0.98
T00306	R40832	0.98
T00306	R40834	0.98
T00306	R26573	0.98
T00306	R00566	0.98
T00306	R00569	0.98
T00306	R20602	0.98
T00306	R30925	0.98
T00306	R31961	0.98
T00306	R60002	0.98
T00306	R60004	0.98
T00306	R26550	0.98
T00306	R60986	0.98
T00306	R23649	0.98
T00306	R39832	0.98
T00306	R39835	0.98
T00306	R03304	0.98
T00306	R08205	0.98
T00306	R08206	0.98
T00306	R21233	0.98
T00306	R24051	0.98
T00306	R69967	0.98
T00306	R61872	0.98
T00306	R61884	0.98
T00306	R60759	0.98
T00306	R60760	0.98
T00306	R61890	0.98
T00306	R25413	0.98
T00306	R39880	0.98
T00306	R01247	0.98
T00306	R01253	0.98
T00306	R01254	0.98
T00306	R39885	0.98
T00306	R39888	0.98
T00306	R37307	0.98
T00306	R37309	0.98
T00306	R39465	0.98
T00306	R20599	0.98
T00306	R23716	0.98
T00306	R26950	0.98
T00306	R26951	0.98
T00306	R31492	0.98
T00306	R31494	0.98
T00306	R31495	0.98
T00306	R23437	0.98
T00306	R55948	0.98
T00306	R21080	0.98
T00306	R21081	0.98
T00306	R33100	0.98
T00306	R31067	0.98
T00306	R01432	0.98
T00306	R56235	0.98
T00306	R14558	0.98
T00306	R40428	0.98
T00306	R21076	0.98
T00306	R39463	0.98
T00306	R20702	0.98
T00306	R00544	0.98
T00306	R22290	0.98
T00306	R03213	0.98
T00306	R31332	0.98
T00306	R00507	0.98
T00306	R22886	0.98
T00306	R39841	0.98
T00306	R39844	0.98
T00306	R34943	0.98
T00306	R34944	0.98
T00306	R23029	0.98
T00306	R19646	0.98
T00306	R19654	0.98
T00306	R21700	0.98
T00306	R01218	0.98
T00306	R20315	0.98
T00308	R02157	0.98
T00308	R04902	0.98
T00308	R39581	0.98
T00308	R19648	0.98
T00308	R19651	0.98
T00308	R20887	0.98
T00308	R26604	0.98
T00308	R08149	0.98
T00308	R20913	0.98
T00308	R21057	0.98
T00308	R28627	0.98
T00308	R28653	0.98
T00308	R20993	0.98
T00308	R41039	0.98
T00308	R41045	0.98
T00308	R38386	0.98
T00308	R20614	0.98
T00308	R41053	0.98
T00308	R40740	0.98
T00308	R39832	0.98
T00308	R39835	0.98
T00308	R14541	0.98
T00308	R36019	0.98
T00308	R64441	0.98
T00308	R64446	0.98
T00308	R61872	0.98
T00308	R61884	0.98
T00308	R61890	0.98
T00308	R61420	0.98
T00308	R39880	0.98
T00308	R33336	0.98
T00308	R57793	0.98
T00308	R37601	0.98
T00308	R35578	0.98
T00308	R20599	0.98
T00308	R26950	0.98
T00308	R26951	0.98
T00308	R63805	0.98
T00308	R55948	0.98
T00308	R61567	0.98
T00308	R64448	0.98
T00308	R29016	0.98
T00308	R32203	0.98
T00308	R14558	0.98
T00308	R40428	0.98
T00308	R21076	0.98
T00308	R62293	0.98
T00308	R34944	0.98
T00308	R69239	0.98
T00308	R56070	0.98
T00308	R20942	0.98
T00311	R02158	0.98
T00311	R04901	0.98
T00311	R08143	0.98
T00311	R08144	0.98
T00311	R08145	0.98
T00311	R08146	0.98
T00311	R08147	0.98
T00311	R08148	0.98
T00311	R08265	0.98
T00311	R14554	0.98
T00311	R03268	0.98
T00311	R14574	0.98
T00311	R14575	0.98
T00311	R14576	0.98
T00311	R14538	0.98
T00311	R14541	0.98
T00311	R14542	0.98
T00311	R02795	0.98
T00311	R03723	0.98
T00311	R01432	0.98
T00311	R00507	0.98
T00311	R14566	0.98
T00311	R14572	0.98
T00311	R14573	0.98
T00311	R08270	0.98
T00311	R08271	0.98
T00311	R08272	0.98
T00311	R08276	0.98
T00323	R00333	0.98
T00323	R00334	0.98
T00325	R02160	0.98
T00325	R00611	0.98
T00325	R00612	0.98
T00330	R01930	0.98
T00330	R16165	0.98
T00330	R62443	0.98
T00330	R62445	0.98
T00330	R67402	0.98
T00330	R63740	0.98
T00330	R63741	0.98
T00330	R41648	0.98
T00330	R61880	0.98
T00330	R60787	0.98
T00330	R32213	0.98
T00330	R32212	0.98
T00330	R63828	0.98
T00330	R69682	0.98
T00330	R41651	0.98
T00330	R16629	0.98
T00330	R16630	0.98
T00330	R35070	0.98
T00330	R69556	0.98
T00330	R69557	0.98
T00330	R69558	0.98
T00330	R69559	0.98
T00330	R41653	0.98
T00331	R16165	0.98
T00331	R16158	0.98
T00331	R16159	0.98
T00331	R16160	0.98
T00337	R03199	0.98
T00337	R03526	0.98
T00337	R03530	0.98
T00337	R03531	0.98
T00337	R03561	0.98
T00337	R03562	0.98
T00337	R00973	0.98
T00337	R00974	0.98
T00337	R00975	0.98
T00337	R02163	0.98
T00337	R12350	0.98
T00337	R35593	0.98
T00337	R38869	0.98
T00337	R38870	0.98
T00337	R00591	0.98
T00337	R00593	0.98
T00337	R00595	0.98
T00337	R12328	0.98
T00337	R12329	0.98
T00337	R12330	0.98
T00337	R03551	0.98
T00337	R03552	0.98
T00337	R03555	0.98
T00337	R03556	0.98
T00337	R39686	0.98
T00337	R01480	0.98
T00337	R01481	0.98
T00337	R26402	0.98
T00337	R26403	0.98
T00337	R26405	0.98
T00341	R01420	0.98
T00342	R00853	0.98
T00342	R01418	0.98
T00343	R01419	0.98
T00356	R02698	0.98
T00356	R02699	0.98
T00356	R02701	0.98
T00357	R02706	0.98
T00358	R02697	0.98
T00358	R02700	0.98
T00358	R02703	0.98
T00359	R00812	0.98
T00360	R02171	0.98
T00360	R00682	0.98
T00360	R00683	0.98
T00360	R00686	0.98
T00360	R00658	0.98
T00361	R00659	0.98
T00362	R00683	0.98
T00362	R00684	0.98
T00362	R00685	0.98
T00363	R00687	0.98
T00363	R00688	0.98
T00364	R00673	0.98
T00366	R00283	0.98
T00366	R01928	0.98
T00366	R01929	0.98
T00368	R01913	0.98
T00368	R01807	0.98
T00368	R02174	0.98
T00368	R04717	0.98
T00368	R13038	0.98
T00368	R00077	0.98
T00368	R03260	0.98
T00368	R03666	0.98
T00368	R14713	0.98
T00368	R00237	0.98
T00368	R00238	0.98
T00368	R15909	0.98
T00368	R04122	0.98
T00368	R04474	0.98
T00368	R08083	0.98
T00368	R17191	0.98
T00368	R17192	0.98
T00368	R13051	0.98
T00368	R02910	0.98
T00368	R03302	0.98
T00368	R03305	0.98
T00368	R15363	0.98
T00368	R04237	0.98
T00368	R04238	0.98
T00368	R17072	0.98
T00368	R18913	0.98
T00368	R18909	0.98
T00368	R18912	0.98
T00368	R14722	0.98
T00368	R14761	0.98
T00368	R14764	0.98
T00368	R02970	0.98
T00368	R03485	0.98
T00368	R12712	0.98
T00368	R12711	0.98
T00368	R01625	0.98
T00368	R00431	0.98
T00368	R08491	0.98
T00373	R25058	0.98
T00373	R04591	0.98
T00373	R02179	0.98
T00373	R04454	0.98
T00373	R15916	0.98
T00373	R32979	0.98
T00373	R32980	0.98
T00373	R56525	0.98
T00373	R60050	0.98
T00373	R28220	0.98
T00373	R28221	0.98
T00373	R19255	0.98
T00373	R28222	0.98
T00373	R37107	0.98
T00373	R31339	0.98
T00373	R20539	0.98
T00381	R01326	0.98
T00381	R02383	0.98
T00387	R02164	0.98
T00387	R00659	0.98
T00387	R40403	0.98
T00387	R40404	0.98
T00388	R02165	0.98
T00388	R00660	0.98
T00391	R02168	0.98
T00391	R38094	0.98
T00391	R00680	0.98
T00391	R68614	0.98
T00391	R21698	0.98
T00392	R08215	0.98
T00392	R02169	0.98
T00392	R00681	0.98
T00394	R00922	0.98
T00394	R17059	0.98
T00394	R17060	0.98
T00394	R17061	0.98
T00394	R17063	0.98
T00394	R01059	0.98
T00400	R00919	0.98
T00400	R01061	0.98
T00410	R00849	0.98
T00410	R01153	0.98
T00411	R00858	0.98
T00412	R00868	0.98
T00417	R02468	0.98
T00418	R02468	0.98
T00423	R26855	0.98
T00423	R26958	0.98
T00423	R26960	0.98
T00423	R04222	0.98
T00423	R26786	0.98
T00423	R26813	0.98
T00423	R03274	0.98
T00423	R35884	0.98
T00423	R19521	0.98
T00423	R30511	0.98
T00423	R59351	0.98
T00423	R22214	0.98
T00423	R37713	0.98
T00423	R34156	0.98
T00423	R19544	0.98
T00423	R56000	0.98
T00423	R25556	0.98
T00423	R14432	0.98
T00423	R59336	0.98
T00423	R59337	0.98
T00423	R59340	0.98
T00423	R62772	0.98
T00423	R35220	0.98
T00423	R35221	0.98
T00423	R13380	0.98
T00423	R26496	0.98
T00423	R40393	0.98
T00423	R68433	0.98
T00423	R13560	0.98
T00423	R58818	0.98
T00423	R26854	0.98
T00423	R57700	0.98
T00423	R02897	0.98
T00423	R14776	0.98
T00423	R56783	0.98
T00423	R14801	0.98
T00423	R26274	0.98
T00423	R25968	0.98
T00423	R14433	0.98
T00423	R14435	0.98
T00423	R30079	0.98
T00423	R26722	0.98
T00423	R30651	0.98
T00423	R30654	0.98
T00423	R30648	0.98
T00423	R30649	0.98
T00423	R26805	0.98
T00423	R26810	0.98
T00423	R26812	0.98
T00423	R26823	0.98
T00423	R59987	0.98
T00423	R26294	0.98
T00423	R58177	0.98
T00423	R35243	0.98
T00423	R26765	0.98
T00423	R19557	0.98
T00423	R19558	0.98
T00423	R00946	0.98
T00423	R00947	0.98
T00423	R14802	0.98
T00423	R26723	0.98
T00423	R35238	0.98
T00423	R26398	0.98
T00423	R68651	0.98
T00423	R56142	0.98
T00423	R12726	0.98
T00423	R26915	0.98
T00423	R28294	0.98
T00423	R27050	0.98
T00423	R19611	0.98
T00423	R23922	0.98
T00423	R63550	0.98
T00423	R68933	0.98
T00423	R68938	0.98
T00423	R26784	0.98
T00423	R26785	0.98
T00423	R19746	0.98
T00423	R27105	0.98
T00423	R39524	0.98
T00423	R42106	0.98
T00423	R60954	0.98
T00423	R34351	0.98
T00423	R29808	0.98
T00423	R26477	0.98
T00423	R27117	0.98
T00423	R20267	0.98
T00423	R35882	0.98
T00423	R13011	0.98
T00423	R26796	0.98
T00423	R30991	0.98
T00423	R22184	0.98
T00423	R26759	0.98
T00423	R04683	0.98
T00423	R02187	0.98
T00423	R35587	0.98
T00423	R01061	0.98
T00423	R05075	0.98
T00427	R02897	0.98
T00427	R00945	0.98
T00427	R00948	0.98
T00427	R02186	0.98
T00428	R07792	0.98
T00428	R07793	0.98
T00428	R07794	0.98
T00428	R07795	0.98
T00428	R07796	0.98
T00428	R07797	0.98
T00428	R07798	0.98
T00428	R07799	0.98
T00428	R07800	0.98
T00428	R07801	0.98
T00428	R07802	0.98
T00428	R07803	0.98
T00428	R07804	0.98
T00428	R00001	0.98
T00428	R02402	0.98
T00428	R00950	0.98
T00428	R00003	0.98
T00428	R00947	0.98
T00428	R00949	0.98
T00428	R26723	0.98
T00428	R00160	0.98
T00428	R02188	0.98
T00428	R04607	0.98
T00428	R25792	0.98
T00431	R00925	0.98
T00432	R00913	0.98
T00433	R28343	0.98
T00435	R02847	0.98
T00438	R02751	0.98
T00441	R01095	0.98
T00441	R00879	0.98
T00447	R00944	0.98
T00450	R00944	0.98
T00452	R00944	0.98
T00461	R03168	0.98
T00461	R03169	0.98
T00461	R02632	0.98
T00461	R02633	0.98
T00473	R02194	0.98
T00489	R02092	0.98
T00489	R02094	0.98
T00489	R04455	0.98
T00489	R04415	0.98
T00489	R04462	0.98
T00489	R04414	0.98
T00490	R00315	0.98
T00490	R16659	0.98
T00490	R16660	0.98
T00490	R16661	0.98
T00490	R16671	0.98
T00490	R16672	0.98
T00490	R16673	0.98
T00490	R16674	0.98
T00490	R16675	0.98
T00490	R16676	0.98
T00490	R16677	0.98
T00490	R16678	0.98
T00490	R04621	0.98
T00490	R08503	0.98
T00490	R04625	0.98
T00490	R04626	0.98
T00490	R04627	0.98
T00490	R04628	0.98
T00490	R04976	0.98
T00490	R30357	0.98
T00490	R02306	0.98
T00490	R04622	0.98
T00490	R12104	0.98
T00490	R30354	0.98
T00490	R30355	0.98
T00492	R00194	0.98
T00492	R00197	0.98
T00492	R00198	0.98
T00492	R00199	0.98
T00492	R01911	0.98
T00493	R01912	0.98
T00494	R01912	0.98
T00497	R00699	0.98
T00497	R01745	0.98
T00497	R01746	0.98
T00497	R00928	0.98
T00497	R02199	0.98
T00497	R01059	0.98
T00497	R01060	0.98
T00498	R20477	0.98
T00498	R20478	0.98
T00498	R03048	0.98
T00498	R39194	0.98
T00498	R62273	0.98
T00513	R27057	0.98
T00513	R30951	0.98
T00513	R63672	0.98
T00513	R37862	0.98
T00516	R02205	0.98
T00520	R02418	0.98
T00520	R02419	0.98
T00520	R35478	0.98
T00521	R35478	0.98
T00521	R02898	0.98
T00522	R35478	0.98
T00525	R16707	0.98
T00525	R16711	0.98
T00525	R16714	0.98
T00525	R16715	0.98
T00525	R16718	0.98
T00525	R16721	0.98
T00525	R16722	0.98
T00525	R16726	0.98
T00525	R26335	0.98
T00525	R04046	0.98
T00525	R20212	0.98
T00525	R02208	0.98
T00529	R06243	0.98
T00529	R06244	0.98
T00529	R06245	0.98
T00529	R06246	0.98
T00529	R06247	0.98
T00529	R06248	0.98
T00529	R06249	0.98
T00529	R06250	0.98
T00529	R06251	0.98
T00529	R06252	0.98
T00529	R06253	0.98
T00529	R06254	0.98
T00529	R06255	0.98
T00529	R06256	0.98
T00529	R06257	0.98
T00529	R06258	0.98
T00529	R06259	0.98
T00529	R06260	0.98
T00529	R06261	0.98
T00529	R06262	0.98
T00529	R06263	0.98
T00529	R06264	0.98
T00529	R06265	0.98
T00529	R06266	0.98
T00529	R06267	0.98
T00529	R06268	0.98
T00529	R06269	0.98
T00529	R06270	0.98
T00529	R06271	0.98
T00529	R06272	0.98
T00529	R06273	0.98
T00529	R06274	0.98
T00529	R06275	0.98
T00529	R06276	0.98
T00529	R06277	0.98
T00529	R06278	0.98
T00529	R04971	0.98
T00529	R04972	0.98
T00529	R04973	0.98
T00529	R04974	0.98
T00529	R16213	0.98
T00529	R15108	0.98
T00529	R15109	0.98
T00529	R04564	0.98
T00529	R04565	0.98
T00529	R18409	0.98
T00530	R00705	0.98
T00539	R00347	0.98
T00539	R00312	0.98
T00539	R01175	0.98
T00539	R01988	0.98
T00539	R00167	0.98
T00539	R00169	0.98
T00539	R01774	0.98
T00539	R00633	0.98
T00539	R00636	0.98
T00539	R00640	0.98
T00539	R01367	0.98
T00539	R00789	0.98
T00539	R00790	0.98
T00539	R00791	0.98
T00539	R00792	0.98
T00539	R00799	0.98
T00539	R00802	0.98
T00539	R00803	0.98
T00539	R00809	0.98
T00539	R00729	0.98
T00539	R00730	0.98
T00539	R00731	0.98
T00539	R00732	0.98
T00539	R00733	0.98
T00539	R00734	0.98
T00539	R00735	0.98
T00539	R00738	0.98
T00539	R00739	0.98
T00539	R00740	0.98
T00539	R00741	0.98
T00539	R00744	0.98
T00539	R00745	0.98
T00539	R00746	0.98
T00539	R00724	0.98
T00539	R00725	0.98
T00539	R00726	0.98
T00539	R00727	0.98
T00539	R00728	0.98
T00539	R31699	0.98
T00539	R20865	0.98
T00539	R03664	0.98
T00539	R00435	0.98
T00539	R00457	0.98
T00539	R04124	0.98
T00539	R04125	0.98
T00539	R04126	0.98
T00539	R00607	0.98
T00539	R00594	0.98
T00539	R01311	0.98
T00539	R11730	0.98
T00539	R26282	0.98
T00539	R02705	0.98
T00539	R00951	0.98
T00539	R00952	0.98
T00539	R00953	0.98
T00539	R01126	0.98
T00539	R00088	0.98
T00539	R03106	0.98
T00539	R04695	0.98
T00539	R02209	0.98
T00539	R01624	0.98
T00539	R03993	0.98
T00539	R03994	0.98
T00539	R03995	0.98
T00539	R18865	0.98
T00539	R01357	0.98
T00539	R01588	0.98
T00539	R01589	0.98
T00539	R04482	0.98
T00539	R04483	0.98
T00539	R04484	0.98
T00545	R07507	0.98
T00545	R20991	0.98
T00545	R23652	0.98
T00545	R24840	0.98
T00545	R30580	0.98
T00545	R29772	0.98
T00545	R67520	0.98
T00545	R55823	0.98
T00545	R33628	0.98
T00545	R38116	0.98
T00545	R38117	0.98
T00545	R34047	0.98
T00545	R26535	0.98
T00545	R31087	0.98
T00545	R31091	0.98
T00545	R31090	0.98
T00545	R36561	0.98
T00545	R65648	0.98
T00545	R36406	0.98
T00545	R40723	0.98
T00545	R38880	0.98
T00545	R38882	0.98
T00545	R31432	0.98
T00545	R36233	0.98
T00545	R38775	0.98
T00545	R21197	0.98
T00545	R42511	0.98
T00545	R25596	0.98
T00545	R29744	0.98
T00545	R19619	0.98
T00545	R29753	0.98
T00545	R29746	0.98
T00545	R29748	0.98
T00545	R29751	0.98
T00545	R29749	0.98
T00545	R24831	0.98
T00545	R35700	0.98
T00545	R33458	0.98
T00545	R36412	0.98
T00545	R34979	0.98
T00545	R34985	0.98
T00545	R24482	0.98
T00545	R36668	0.98
T00545	R36669	0.98
T00545	R62817	0.98
T00545	R57696	0.98
T00545	R57701	0.98
T00545	R24494	0.98
T00545	R21557	0.98
T00545	R00556	0.98
T00545	R38095	0.98
T00545	R35576	0.98
T00545	R20623	0.98
T00545	R28006	0.98
T00545	R39761	0.98
T00545	R60703	0.98
T00545	R60704	0.98
T00545	R60706	0.98
T00545	R60713	0.98
T00545	R60727	0.98
T00545	R60733	0.98
T00545	R60735	0.98
T00545	R60736	0.98
T00545	R60738	0.98
T00545	R00663	0.98
T00545	R56281	0.98
T00545	R35656	0.98
T00545	R35658	0.98
T00545	R35664	0.98
T00545	R35668	0.98
T00545	R35675	0.98
T00545	R35678	0.98
T00545	R35682	0.98
T00545	R41054	0.98
T00545	R59453	0.98
T00545	R65391	0.98
T00545	R65392	0.98
T00545	R00834	0.98
T00545	R65331	0.98
T00545	R13386	0.98
T00545	R01089	0.98
T00545	R67521	0.98
T00545	R33811	0.98
T00545	R42509	0.98
T00545	R36592	0.98
T00545	R36593	0.98
T00545	R34249	0.98
T00545	R34250	0.98
T00545	R35695	0.98
T00545	R40549	0.98
T00545	R29581	0.98
T00545	R32648	0.98
T00545	R40751	0.98
T00545	R08500	0.98
T00545	R03481	0.98
T00545	R03483	0.98
T00545	R37218	0.98
T00545	R30967	0.98
T00545	R66013	0.98
T00545	R66014	0.98
T00545	R31994	0.98
T00545	R01508	0.98
T00545	R67527	0.98
T00545	R35619	0.98
T00545	R26281	0.98
T00545	R28117	0.98
T00545	R20814	0.98
T00545	R59275	0.98
T00545	R59282	0.98
T00545	R59289	0.98
T00545	R59290	0.98
T00545	R59292	0.98
T00545	R59295	0.98
T00545	R39915	0.98
T00545	R32242	0.98
T00545	R32243	0.98
T00545	R39912	0.98
T00545	R25893	0.98
T00545	R25903	0.98
T00545	R20573	0.98
T00545	R62925	0.98
T00545	R00835	0.98
T00545	R00855	0.98
T00545	R00862	0.98
T00545	R00872	0.98
T00545	R19260	0.98
T00545	R57088	0.98
T00545	R28255	0.98
T00545	R62912	0.98
T00545	R56282	0.98
T00545	R62818	0.98
T00545	R26863	0.98
T00545	R39336	0.98
T00550	R00697	0.98
T00550	R05034	0.98
T00550	R00930	0.98
T00550	R00931	0.98
T00550	R14626	0.98
T00550	R14627	0.98
T00550	R08185	0.98
T00550	R08186	0.98
T00550	R08187	0.98
T00550	R08188	0.98
T00550	R14422	0.98
T00550	R14708	0.98
T00550	R05096	0.98
T00550	R02348	0.98
T00550	R05080	0.98
T00550	R02210	0.98
T00558	R02420	0.98
T00558	R02887	0.98
T00558	R03439	0.98
T00558	R03440	0.98
T00558	R01249	0.98
T00558	R01250	0.98
T00558	R01251	0.98
T00558	R02211	0.98
T00558	R04549	0.98
T00559	R01859	0.98
T00559	R16621	0.98
T00559	R16624	0.98
T00561	R00848	0.98
T00561	R03416	0.98
T00561	R03418	0.98
T00561	R03419	0.98
T00561	R03420	0.98
T00561	R03421	0.98
T00561	R03422	0.98
T00563	R00853	0.98
T00563	R00887	0.98
T00563	R02218	0.98
T00564	R02441	0.98
T00566	R02213	0.98
T00566	R03902	0.98
T00569	R00005	0.98
T00570	R00008	0.98
T00571	R00006	0.98
T00572	R00601	0.98
T00572	R00602	0.98
T00572	R02683	0.98
T00572	R02682	0.98
T00572	R02684	0.98
T00572	R02214	0.98
T00573	R00601	0.98
T00573	R35936	0.98
T00573	R02215	0.98
T00578	R00933	0.98
T00579	R00935	0.98
T00580	R00937	0.98
T00581	R08094	0.98
T00581	R24880	0.98
T00581	R06683	0.98
T00581	R36359	0.98
T00581	R00207	0.98
T00581	R26350	0.98
T00581	R04099	0.98
T00581	R04575	0.98
T00581	R04912	0.98
T00581	R02585	0.98
T00581	R60960	0.98
T00581	R66453	0.98
T00581	R00698	0.98
T00581	R08140	0.98
T00581	R60851	0.98
T00581	R60853	0.98
T00581	R64858	0.98
T00581	R60654	0.98
T00581	R25363	0.98
T00581	R25369	0.98
T00581	R15122	0.98
T00581	R33020	0.98
T00581	R26345	0.98
T00581	R26349	0.98
T00581	R40911	0.98
T00581	R39662	0.98
T00581	R25229	0.98
T00581	R32465	0.98
T00581	R32466	0.98
T00581	R08103	0.98
T00581	R40724	0.98
T00581	R26806	0.98
T00581	R26807	0.98
T00581	R26808	0.98
T00581	R26809	0.98
T00581	R26811	0.98
T00581	R26814	0.98
T00581	R26815	0.98
T00581	R29444	0.98
T00581	R35966	0.98
T00581	R13463	0.98
T00581	R27098	0.98
T00581	R42404	0.98
T00581	R42423	0.98
T00581	R42424	0.98
T00581	R42425	0.98
T00581	R58493	0.98
T00581	R58513	0.98
T00581	R26696	0.98
T00581	R68425	0.98
T00581	R68426	0.98
T00581	R35880	0.98
T00581	R34699	0.98
T00581	R00239	0.98
T00581	R30671	0.98
T00581	R39252	0.98
T00581	R60613	0.98
T00581	R60616	0.98
T00581	R04504	0.98
T00581	R23930	0.98
T00581	R23954	0.98
T00581	R24132	0.98
T00581	R26225	0.98
T00581	R26229	0.98
T00581	R23529	0.98
T00581	R23530	0.98
T00581	R16633	0.98
T00581	R65669	0.98
T00581	R65670	0.98
T00581	R33325	0.98
T00581	R31151	0.98
T00581	R31147	0.98
T00581	R42181	0.98
T00581	R66785	0.98
T00581	R29968	0.98
T00581	R68421	0.98
T00581	R68422	0.98
T00581	R68166	0.98
T00581	R24131	0.98
T00581	R36414	0.98
T00581	R26655	0.98
T00581	R57171	0.98
T00581	R26888	0.98
T00581	R24472	0.98
T00581	R34906	0.98
T00581	R68419	0.98
T00581	R26690	0.98
T00581	R35494	0.98
T00581	R35495	0.98
T00581	R32367	0.98
T00581	R69242	0.98
T00581	R33638	0.98
T00581	R33639	0.98
T00581	R62853	0.98
T00581	R36332	0.98
T00581	R00627	0.98
T00581	R31172	0.98
T00581	R36307	0.98
T00581	R34962	0.98
T00581	R63686	0.98
T00581	R23648	0.98
T00581	R33561	0.98
T00581	R08087	0.98
T00581	R14528	0.98
T00581	R14529	0.98
T00581	R14533	0.98
T00581	R14457	0.98
T00581	R14458	0.98
T00581	R08084	0.98
T00581	R13567	0.98
T00581	R13567	0.98
T00581	R26352	0.98
T00581	R29513	0.98
T00581	R27930	0.98
T00581	R03136	0.98
T00581	R08093	0.98
T00581	R24918	0.98
T00581	R30530	0.98
T00581	R02908	0.98
T00581	R26934	0.98
T00581	R27621	0.98
T00581	R68427	0.98
T00581	R68429	0.98
T00581	R68430	0.98
T00581	R68431	0.98
T00581	R31358	0.98
T00581	R31359	0.98
T00581	R37840	0.98
T00581	R26592	0.98
T00581	R40154	0.98
T00581	R68423	0.98
T00581	R04491	0.98
T00581	R29074	0.98
T00581	R29075	0.98
T00581	R29250	0.98
T00581	R14439	0.98
T00581	R63403	0.98
T00581	R63509	0.98
T00581	R63445	0.98
T00581	R63470	0.98
T00581	R36292	0.98
T00581	R42004	0.98
T00581	R27628	0.98
T00581	R34771	0.98
T00581	R40492	0.98
T00581	R68159	0.98
T00581	R29614	0.98
T00581	R66644	0.98
T00581	R68424	0.98
T00581	R63136	0.98
T00581	R35967	0.98
T00581	R40954	0.98
T00581	R40955	0.98
T00581	R40956	0.98
T00581	R40957	0.98
T00581	R40958	0.98
T00581	R40959	0.98
T00581	R40960	0.98
T00581	R40961	0.98
T00581	R61342	0.98
T00581	R36260	0.98
T00581	R36262	0.98
T00581	R36263	0.98
T00581	R31285	0.98
T00581	R24978	0.98
T00581	R62442	0.98
T00581	R31180	0.98
T00581	R69697	0.98
T00581	R69698	0.98
T00581	R69699	0.98
T00581	R08091	0.98
T00581	R08092	0.98
T00581	R37846	0.98
T00581	R40066	0.98
T00581	R21802	0.98
T00581	R27938	0.98
T00581	R04480	0.98
T00581	R23085	0.98
T00581	R13167	0.98
T00581	R13168	0.98
T00581	R13169	0.98
T00581	R30770	0.98
T00581	R21118	0.98
T00581	R21443	0.98
T00581	R04502	0.98
T00581	R27058	0.98
T00581	R27059	0.98
T00581	R42260	0.98
T00581	R25985	0.98
T00581	R60335	0.98
T00581	R30533	0.98
T00581	R04503	0.98
T00581	R26798	0.98
T00581	R04479	0.98
T00581	R08086	0.98
T00581	R33202	0.98
T00581	R33281	0.98
T00581	R00089	0.98
T00581	R26556	0.98
T00581	R29550	0.98
T00581	R16511	0.98
T00581	R19571	0.98
T00581	R00600	0.98
T00581	R35588	0.98
T00581	R29228	0.98
T00581	R26163	0.98
T00581	R26164	0.98
T00581	R02216	0.98
T00581	R00111	0.98
T00581	R08096	0.98
T00581	R19750	0.98
T00581	R13282	0.98
T00581	R23206	0.98
T00581	R36276	0.98
T00581	R08138	0.98
T00581	R01268	0.98
T00581	R03730	0.98
T00581	R03732	0.98
T00581	R03733	0.98
T00582	R00932	0.98
T00582	R00936	0.98
T00583	R36359	0.98
T00583	R60851	0.98
T00583	R60853	0.98
T00583	R29895	0.98
T00583	R20226	0.98
T00583	R20228	0.98
T00583	R40911	0.98
T00583	R63875	0.98
T00583	R63876	0.98
T00583	R63878	0.98
T00583	R08103	0.98
T00583	R29444	0.98
T00583	R04501	0.98
T00583	R30671	0.98
